Date,Country,Intervention,Prevalence_Rate_%,Recovery_Rate_%,Mortality_Rate_%,Improvement_in_5_Years_%
2020-01-01,Country_A,0,18.745401188473625,69.50714306409915,8.659969709057025,7.125459881152638
2020-01-02,Country_A,0,20.986584841970366,61.560186404424364,5.779972601681013,6.901341515802963
2020-01-03,Country_A,0,15.580836121681994,68.66176145774935,8.005575058716044,7.4419163878318
2020-01-04,Country_A,0,22.080725777960453,60.205844942958024,9.849549260809972,6.791927422203955
2020-01-05,Country_A,0,23.324426408004218,62.12339110678276,5.909124836035503,6.667557359199579
2020-01-06,Country_A,0,16.83404509853434,63.042422429595376,7.623782158161189,7.3165954901465655
2020-01-07,Country_A,0,19.319450186421157,62.91229140198042,8.059264473611897,7.068054981357884
2020-01-08,Country_A,0,16.39493860652042,62.921446485352185,6.831809216468459,7.360506139347959
2020-01-09,Country_A,0,19.560699842170358,67.85175961393014,5.998368910791799,7.043930015782966
2020-01-10,Country_A,0,20.142344384136116,65.92414568862043,5.232252063599988,6.985765561586388
2020-01-11,Country_A,0,21.075448519014383,61.705241236872915,5.325257964926397,6.892455148098562
2020-01-12,Country_A,0,24.488855372533333,69.65632033074559,9.041986740582306,6.551114462746667
2020-01-13,Country_A,0,18.046137691733705,60.97672114006384,8.421165132560784,7.19538623082663
2020-01-14,Country_A,0,19.40152493739601,61.220382348447785,7.475884550556351,7.0598475062604
2020-01-15,Country_A,0,15.343885211152184,69.09320402078782,6.293899908000085,7.465611478884782
2020-01-16,Country_A,0,21.62522284353982,63.11711076089411,7.600340105889054,6.837477715646019
2020-01-17,Country_A,0,20.467102793432797,61.84854455525527,9.847923138822793,6.95328972065672
2020-01-18,Country_A,0,22.751328233611147,69.39498941564189,9.474136752138243,6.7248671766388854
2020-01-19,Country_A,0,20.97899978811085,69.21874235023117,5.442462510259597,6.9021000211889145
2020-01-20,Country_A,0,16.959828624191452,60.45227288910538,6.626651653816322,7.304017137580854
2020-01-21,Country_A,0,18.88677289689482,62.71349031773896,9.143687545759647,7.111322710310517
2020-01-22,Country_A,0,18.567533266935893,62.809345096873805,7.713480415791242,7.143246673306411
2020-01-23,Country_A,0,16.409242249747628,68.0219698075404,5.372753218398854,7.3590757750252385
2020-01-24,Country_A,0,24.86886936600517,67.72244769296657,5.993578407670862,6.513113063399484
2020-01-25,Country_A,0,15.055221171236024,68.15461428454834,8.534286719238086,7.494477882876398
2020-01-26,Country_A,0,22.290071680409874,67.71270346685945,5.3702232586704515,6.7709928319590125
2020-01-27,Country_A,0,18.584657285442727,61.1586905952513,9.315517129377968,7.141534271455727
2020-01-28,Country_A,0,21.23298126827558,63.308980248526495,5.317791751430118,6.8767018731724425
2020-01-29,Country_A,0,18.109823217156624,63.25183322026747,8.64803089169032,7.189017678284339
2020-01-30,Country_A,0,21.375574713552133,68.87212742576327,7.361074625809747,6.862442528644786
2020-01-31,Country_A,0,16.195942459383016,67.13244787222995,8.803925243084487,7.380405754061698
2020-02-01,Country_A,0,20.61277197569496,67.70967179954562,7.468977981821954,6.9387228024305045
2020-02-02,Country_A,0,20.22732829381994,64.27541018358549,5.127095633720476,6.977267170618006
2020-02-03,Country_A,0,16.078914269933044,60.31429185686734,8.182052056318902,7.392108573006695
2020-02-04,Country_A,0,18.143559810763268,65.08570691164702,9.537832369630465,7.185644018923674
2020-02-05,Country_A,0,17.49292229148875,64.1038292303563,8.777755692715242,7.250707770851125
2020-02-06,Country_A,0,17.287981654916223,60.76979909828793,6.44875726456884,7.271201834508378
2020-02-07,Country_A,0,16.612212872540045,69.29697652342573,9.040601897822086,7.338778712745996
2020-02-08,Country_A,0,21.334037565104236,68.71460590187718,9.018360384495573,6.866596243489576
2020-02-09,Country_A,0,16.86570058886036,68.92558998489977,7.696711209578254,7.313429941113964
2020-02-10,Country_A,0,23.074401551640626,68.96091299923494,6.590017374859319,6.692559844835938
2020-02-11,Country_A,0,16.100519245276768,62.279351625419416,7.135538943131282,7.389948075472323
2020-02-12,Country_A,0,23.18014765922493,68.60730583256344,5.034760652655954,6.681985234077508
2020-02-13,Country_A,0,20.107473025775658,64.17411003148779,6.110539052353651,6.989252697422434
2020-02-14,Country_A,0,16.19865367333683,63.37615171403628,9.714548519562596,7.380134632666318
2020-02-15,Country_A,0,18.232029320207552,65.18790621743366,8.515094794475889,7.176797067979246
2020-02-16,Country_A,0,18.63629602379294,69.71782082720961,9.812236474710556,7.1363703976207065
2020-02-17,Country_A,0,17.517822958253642,64.97248505892385,6.504391549083849,7.248217704174635
2020-02-18,Country_A,0,17.848404943774675,60.36886947354533,8.047821669899484,7.215159505622532
2020-02-19,Country_A,0,20.026790232288615,60.51478751249989,6.393232321183057,6.997320976771139
2020-02-20,Country_A,0,24.082658859666537,62.395618906669725,5.7244743604561155,6.591734114033347
2020-02-21,Country_A,0,19.894527602775632,69.856504541106,6.210276357557502,7.010547239722436
2020-02-22,Country_A,0,21.721355474058786,67.61619615328718,6.188187719961999,6.827864452594122
2020-02-23,Country_A,0,22.282163486118595,63.677831327192536,8.161529152967898,6.771783651388141
2020-02-24,Country_A,0,21.335297107608948,65.35774684074758,5.451448850272041,6.866470289239105
2020-02-25,Country_A,0,23.35302495589238,63.207800649717356,5.932592551999271,6.664697504410762
2020-02-26,Country_A,0,15.40775141554764,65.90892943188241,8.387821809211413,7.4592248584452365
2020-02-27,Country_A,0,15.165878289278561,65.12093058299281,6.1324788759896895,7.4834121710721435
2020-02-28,Country_A,0,21.451727904094497,61.743664290049914,8.45468869051233,6.8548272095905505
2020-02-29,Country_A,0,18.867353463005372,69.36729988736735,5.687604720729967,7.1132646536994635
2020-03-01,Country_A,0,18.410663510502584,61.13473521240589,9.623468091392814,7.158933648949741
2020-03-02,Country_A,0,23.77339353380981,62.57941627715156,8.299920230170894,6.622660646619019
2020-03-03,Country_A,0,23.17222200201216,65.55200811599462,7.648252891780032,6.682777799798784
2020-03-04,Country_A,0,17.418522909004515,60.93102767805899,9.486078789766633,7.25814770909955
2020-03-05,Country_A,0,24.004180571633306,66.33101457273268,6.6951489552435035,6.599581942836671
2020-03-06,Country_A,0,18.49209574612661,67.2595567887024,9.485551299762886,7.150790425387339
2020-03-07,Country_A,0,23.870864242651173,67.79875545857624,8.21015823077144,6.612913575734883
2020-03-08,Country_A,0,15.841399649950489,61.616287140946135,9.492770942635396,7.415860035004951
2020-03-09,Country_A,0,21.0642905965959,60.0919705161663,5.50735771433016,6.89357094034041
2020-03-10,Country_A,0,21.635017691080556,60.050615838462186,5.804040257087493,6.836498230891945
2020-03-11,Country_A,0,20.48733789366586,66.91895197692693,8.259806297513002,6.951266210633415
2020-03-12,Country_A,0,17.2426930946056,67.12179221347536,6.186245437484001,7.27573069053944
2020-03-13,Country_A,0,18.253996981592678,67.46491405118024,8.248164495236074,7.174600301840733
2020-03-14,Country_A,0,23.49223410494178,66.57612892300344,7.841543016677358,6.6507765895058215
2020-03-15,Country_A,0,15.936747678280925,63.677158030594335,6.326011838408627,7.406325232171908
2020-03-16,Country_A,0,17.439896433790835,69.73010554752446,6.965488623333802,7.256010356620917
2020-03-17,Country_A,0,23.920465551771134,66.31138625997264,8.974056517708242,6.607953444822887
2020-03-18,Country_A,0,20.026370931051922,65.76903884626358,7.462588469094319,6.997362906894807
2020-03-19,Country_A,0,16.952429877980446,67.22452115261505,6.403861812204279,7.304757012201955
2020-03-20,Country_A,0,15.243159664314538,66.45472295907167,5.8855533970352445,7.475684033568547
2020-03-21,Country_A,0,24.40458584352914,69.53928577002587,9.574321951102242,6.559541415647087
2020-03-22,Country_A,0,18.701587002554444,60.15456616528867,9.641592812938626,7.129841299744555
2020-03-23,Country_A,0,19.281841483173142,69.6665481904367,9.818099885446264,7.071815851682686
2020-03-24,Country_A,0,23.530094554673603,62.94448892069586,6.9254886430096265,6.646990544532639
2020-03-25,Country_A,0,23.51136671516857,63.169220051562775,5.847463733430462,6.648863328483142
2020-03-26,Country_A,0,20.568012624583503,69.36154774160781,8.480148983374864,6.94319873754165
2020-03-27,Country_A,0,20.70061170089365,60.97176493770768,8.07503613349585,6.929938829910636
2020-03-28,Country_A,0,24.900538501042632,61.40084015236524,7.591648261818683,6.509946149895737
2020-03-29,Country_A,0,23.773730719279556,67.40768617754205,8.48507870497634,6.6226269280720444
2020-03-30,Country_A,0,22.024840839871093,63.594911512197555,6.467959221322467,6.797515916012891
2020-03-31,Country_A,0,23.093611554785134,68.1011339467918,9.335361592900519,6.690638844521487
2020-04-01,Country_A,0,24.132405525564714,65.11342398860938,7.507581473435998,6.58675944744353
2020-04-02,Country_A,0,22.98295178966775,66.49963930777766,8.509834386288517,6.701704821033225
2020-04-03,Country_A,0,22.95792669436101,68.90005341817566,6.689975784257679,6.7042073305639
2020-04-04,Country_A,0,18.755829526399438,60.93981939840869,7.89140070498087,7.1244170473600565
2020-04-05,Country_A,0,15.35942273796742,64.6559801813246,7.713223173537883,7.464057726203258
2020-04-06,Country_A,0,17.865412521282845,65.9083326056901,5.152501249695247,7.213458747871716
2020-04-07,Country_A,0,15.373481887492144,68.22600560659659,6.800953207056315,7.462651811250786
2020-04-08,Country_A,0,16.27060512651885,65.22243260054805,8.849967765493055,7.372939487348116
2020-04-09,Country_A,0,17.158210274968432,66.22890475819,5.42673732496884,7.284178972503156
2020-04-10,Country_A,0,15.516817211686076,65.31354631568148,7.7031756080505325,7.448318278831393
2020-04-11,Country_A,0,21.374299014982064,67.26091333722661,9.879260397312674,6.862570098501795
2020-04-12,Country_A,0,20.163003483011952,63.22956472941246,8.975930973843518,6.983699651698806
2020-04-13,Country_A,0,17.708322512620743,64.38971420705636,5.39228190671133,7.229167748737926
2020-04-14,Country_A,0,15.253507434154574,69.62648414677925,9.17990060256103,7.474649256584543
2020-04-15,Country_A,0,21.959742060936982,64.0895294441427,5.866471600354229,6.804025793906303
2020-04-16,Country_A,0,16.56437042671086,62.502428981645956,7.746133323530602,7.343562957328913
2020-04-17,Country_A,0,22.145959227000624,66.60197376717731,6.399669484729714,6.785404077299939
2020-04-18,Country_A,0,24.548652806631942,67.37896916695769,7.771770262557004,6.545134719336807
2020-04-19,Country_A,0,21.117207462343522,64.1960006242779,6.238654947505787,6.888279253765649
2020-04-20,Country_A,0,18.559726786512616,67.5784611046437,5.071967443148779,7.144027321348739
2020-04-21,Country_A,0,16.160726405069163,60.46002642021753,5.203644011594851,7.383927359493083
2020-04-22,Country_A,0,23.55460584011007,67.03657859380024,7.370869145436626,6.6445394159889934
2020-04-23,Country_A,0,15.978341606510014,64.91615875116833,7.367358853902829,7.402165839348999
2020-04-24,Country_A,0,16.732018699100152,64.33851649237972,6.992523671986867,7.326798130089985
2020-04-25,Country_A,0,21.158500980522163,66.35093650867644,5.226520048860222,6.884149901947784
2020-04-26,Country_A,0,18.74612614626471,66.25859915714236,7.515681292900439,7.125387385373529
2020-04-27,Country_A,0,23.56489841188322,66.58693631618945,5.8146721354071484,6.6435101588116785
2020-04-28,Country_A,0,15.705687474004298,66.42419278206316,5.132556552708109,7.429431252599571
2020-04-29,Country_A,0,20.85775581273463,69.40230241424958,7.877370889379395,6.914224418726537
2020-04-30,Country_A,0,18.88169926206522,66.43288218442353,7.291264452457583,7.111830073793479
2020-05-01,Country_A,0,20.45616789315935,69.41464808776524,6.930513189003872,6.954383210684066
2020-05-02,Country_A,0,24.611905638239143,69.05350641956063,5.978955673946482,6.538809436176087
2020-05-03,Country_A,0,15.693613008751655,61.007780013774266,5.091109128257749,7.4306386991248345
2020-05-04,Country_A,0,15.944429607559284,66.83006773416356,5.355943242301145,7.405557039244072
2020-05-05,Country_A,0,18.189756302937614,68.44875310969455,5.116359678679129,7.18102436970624
2020-05-06,Country_A,0,23.144684825889357,62.818547747734,5.590824138108282,6.685531517411064
2020-05-07,Country_A,0,21.967371653641507,66.28942846779884,9.387360067635264,6.8032628346358495
2020-05-08,Country_A,0,22.35071043803886,68.03480930384849,6.410172862856532,6.764928956196115
2020-05-09,Country_A,0,16.774395437797228,67.50614751640859,9.034173696336321,7.322560456220278
2020-05-10,Country_A,0,24.905051420006735,64.12617676911427,6.860090428963916,6.509494857999326
2020-05-11,Country_A,0,22.764129607419967,63.40803540253018,9.653786628017823,6.723587039258004
2020-05-12,Country_A,0,23.58412751843012,64.28994027375018,8.754355338957486,6.641587248156988
2020-05-13,Country_A,0,22.545428740846823,61.03123868835932,9.512764533397833,6.745457125915317
2020-05-14,Country_A,0,20.052523724478572,68.26457466107742,6.600248005153059,6.994747627552143
2020-05-15,Country_A,0,23.955232284962005,63.89201678734163,5.054188257401492,6.6044767715037995
2020-05-16,Country_A,0,24.05381976419264,60.91286676786134,6.596568187952075,6.594618023580736
2020-05-17,Country_A,0,24.50061967050805,69.50607146937556,7.86718944061643,6.5499380329491945
2020-05-18,Country_A,0,21.31837212169799,64.4844552197832,6.466053858490323,6.868162787830201
2020-05-19,Country_A,0,18.28664545369916,66.72518456077039,8.761872647188401,7.171335454630086
2020-05-20,Country_A,0,22.915790437258487,67.89618142794554,5.456030515243452,6.708420956274151
2020-05-21,Country_A,0,19.944203047025816,60.57558760016644,7.747644411618678,7.00557969529742
2020-05-22,Country_A,0,19.41530501373377,68.877041827583,6.754575062760393,7.058469498626623
2020-05-23,Country_A,0,16.170670164276057,61.42991682052836,8.80755315858736,7.3829329835723945
2020-05-24,Country_A,0,21.18218063316261,61.0112267612279,5.420534030574987,6.8817819366837405
2020-05-25,Country_A,0,22.0096913145912,60.72763006364193,9.109300296451782,6.799030868540879
2020-05-26,Country_A,0,22.062422271564962,60.813487806419,5.42418857042596,6.793757772843503
2020-05-27,Country_A,0,24.866395785011754,63.7427079575612,6.8532107353344545,6.513360421498826
2020-05-28,Country_A,0,23.127995672575025,69.47248577383859,9.930005319114354,6.687200432742498
2020-05-29,Country_A,0,22.533781852589417,63.76259585530916,5.417503583493344,6.746621814741059
2020-05-30,Country_A,0,22.771469159274368,65.58404249735806,7.1211100462348815,6.722853084072563
2020-05-31,Country_A,0,24.06354385094736,61.111974823061516,7.4631255214542955,6.593645614905265
2020-06-01,Country_A,0,15.113536447674191,64.68660641994126,5.2815163784091865,7.488646355232581
2020-06-02,Country_A,0,16.18817916268072,61.17526246777105,8.246051510580319,7.381182083731929
2020-06-03,Country_A,0,22.460448792654233,65.8336876509716,9.81086274237271,6.753955120734577
2020-06-04,Country_A,0,18.74870579523704,62.857120862818604,9.3429956409473,7.125129420476296
2020-06-05,Country_A,0,17.235958385194525,69.6322253944061,5.0607723734490815,7.276404161480548
2020-06-06,Country_A,0,24.698788267076388,60.43159911950576,9.455715568490355,6.530121173292361
2020-06-07,Country_A,0,20.277011090863,69.929647961193,5.368982823676994,6.9722988909137005
2020-06-08,Country_A,0,20.538542844013207,69.69302535619099,7.615489220850744,6.946145715598679
2020-06-09,Country_A,0,21.293986381352624,66.95748688984617,7.272705323838866,6.870601361864738
2020-06-10,Country_A,0,21.275580800840636,65.843143119231,9.505790052454945,6.8724419199159374
2020-06-11,Country_A,0,15.454463803414578,62.8096318959223,9.752057420382794,7.454553619658542
2020-06-12,Country_A,0,23.902637838909165,64.55656752785713,8.100662989007684,6.609736216109084
2020-06-13,Country_A,0,17.773811829811326,61.881211597237616,7.318492024699911,7.222618817018868
2020-06-14,Country_A,0,18.533522280260527,65.83656111850873,5.388673184824924,7.146647771973948
2020-06-15,Country_A,0,24.743948076661667,69.86210744479602,8.490808570098725,6.525605192333834
2020-06-16,Country_A,0,20.360963663441204,63.09527616286328,9.068975098534743,6.963903633655881
2020-06-17,Country_A,0,21.847311725538795,61.62616939344891,9.554635922469213,6.815268827446122
2020-06-18,Country_A,0,23.22537242923169,69.49799913291923,8.6285975419418,6.677462757076831
2020-06-19,Country_A,0,21.1341519593579,64.18243036290619,9.663642416770067,6.886584804064211
2020-06-20,Country_A,0,23.660638895004084,60.45218670106189,5.13183487248626,6.633936110499592
2020-06-21,Country_A,0,18.764633668780498,68.10553330781833,9.936380646574722,7.12353663312195
2020-06-22,Country_A,0,16.504168911035283,65.94130715352135,6.904454283155108,7.349583108896472
2020-06-23,Country_A,0,24.699143978146033,68.42118923135709,9.19164352355569,6.530085602185398
2020-06-24,Country_A,0,19.6869315979497,64.14819502337666,6.367035359653531,7.031306840205031
2020-06-25,Country_A,0,15.563754966509272,68.64722376255054,9.064505045650389,7.443624503349074
2020-06-26,Country_A,0,24.997176732861305,69.96636837073905,7.777158528013137,6.50028232671387
2020-06-27,Country_A,0,22.689874151805107,69.44765729882428,9.248236953387057,6.73101258481949
2020-06-28,Country_A,0,17.473481017431975,64.50544135310093,5.645797075757475,7.2526518982568025
2020-06-29,Country_A,0,24.540510272587223,66.0617463445088,6.143214027517313,6.545948972741278
2020-06-30,Country_A,0,21.717006844058567,66.18128240457895,6.790813590164202,6.828299315594143
2020-07-01,Country_A,0,16.135575921996292,66.71573195592799,7.601538504518967,7.386442407800371
2020-07-02,Country_A,0,22.723183917356394,65.20163501111993,9.260907501592701,6.727681608264361
2020-07-03,Country_A,0,20.519068387744856,65.60937971535387,9.383268013291726,6.948093161225515
2020-07-04,Country_A,0,19.03482866212397,61.34015228450641,5.143913381566695,7.096517133787604
2020-07-05,Country_A,0,22.55137255673619,66.20309551353465,8.520398840496117,6.74486274432638
2020-07-06,Country_A,0,17.129641615089106,61.3637147558677,5.07272332833941,7.28703583849109
2020-07-07,Country_A,0,18.50587558806597,65.89917686854633,6.9612202254986615,7.149412441193403
2020-07-08,Country_A,0,19.37474922023729,69.04158694493748,6.741277335116502,7.062525077976272
2020-07-09,Country_A,0,20.139894891598107,67.83653012741144,6.982713911606351,6.98601051084019
2020-07-10,Country_A,0,21.220867002278734,68.62363708746746,9.747603118288211,6.877913299772127
2020-07-11,Country_A,0,16.47073480929038,69.26587625161494,7.460581465397691,7.352926519070962
2020-07-12,Country_A,0,17.582443882989583,64.59135756238261,9.900162876427386,7.241755611701042
2020-07-13,Country_A,0,19.926180939928695,63.28751610287508,8.167004271583629,7.00738190600713
2020-07-14,Country_A,0,17.401456187781932,60.75863328108664,5.644398609553246,7.259854381221807
2020-07-15,Country_A,0,16.280458389577724,61.519026935122945,5.694135863247051,7.371954161042229
2020-07-16,Country_A,0,21.408747448032145,61.81880084399145,6.728336416619316,6.859125255196786
2020-07-17,Country_A,0,23.967884099060118,64.73961640262873,8.337788692605136,6.603211590093989
2020-07-18,Country_A,0,16.7231987120163,61.92289018808671,5.204343081332395,7.32768012879837
2020-07-19,Country_A,0,16.689350630721645,62.78590339031959,5.885052421383734,7.331064936927835
2020-07-20,Country_A,0,15.887025337570556,61.20635871100601,7.303893840163629,7.411297466242946
2020-07-21,Country_A,0,17.063337184057925,63.64269861048076,7.5170863542742845,7.2936662815942075
2020-07-22,Country_A,0,21.903948286293655,60.39312139841099,8.997051994545213,6.8096051713706345
2020-07-23,Country_A,0,21.279003894909078,60.817590319488716,9.367893120533886,6.872099610509093
2020-07-24,Country_A,0,24.208724005318132,60.61077959854864,6.384388240736019,6.579127599468187
2020-07-25,Country_A,0,23.062012797930613,67.48259690383658,5.922605096781886,6.69379872020694
2020-07-26,Country_A,0,17.093493233367102,63.70472102791382,7.422614925955107,7.29065067666329
2020-07-27,Country_A,0,21.18254771530296,63.68913639569772,7.31267358066574,6.881745228469704
2020-07-28,Country_A,0,22.474709381337565,60.36683202890598,6.262184721720104,6.752529061866245
2020-07-29,Country_A,0,22.133495858845524,68.95206837687199,7.5583872105783305,6.7866504141154484
2020-07-30,Country_A,0,20.321134852653156,61.07172011339776,7.237061834117274,6.967886514734684
2020-07-31,Country_A,0,20.32617266455023,62.4247050363473,6.346216154746905,6.967382733544977
2020-08-01,Country_A,0,18.772841631046226,60.20071197777726,6.610395827915891,7.122715836895378
2020-08-02,Country_A,0,17.114480069965445,63.274973521779145,5.598810659096256,7.2885519930034555
2020-08-03,Country_A,0,23.90527280739895,65.9359245355405,8.395511595722448,6.609472719260106
2020-08-04,Country_A,0,22.891712386073383,64.98442198929057,5.434601440437119,6.710828761392662
2020-08-05,Country_A,0,20.371065418185477,65.8684111802088,8.727197370921651,6.962893458181452
2020-08-06,Country_A,0,19.316595462296796,61.27580302795564,6.418879528993623,7.068340453770322
